FUNCTION,PERIOD,URL
VA 5002 Department of Environment and Primary Industries 2013 -ct Prime,2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5002
"VA 5001 Department of State Development, Business and Innovation 2013 -ct Other",2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5001
"VA 5003 Department of Transport, Planning and Local Infrastructure 2013 -ct Prime",2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5003
VA 5002 Department of Environment and Primary Industries 2013 -ct Prime,2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5002
"VA 5003 Department of Transport, Planning and Local Infrastructure 2013 -ct Prime",2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5003
VA 5002 Department of Environment and Primary Industries 2013 -ct Prime,2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5002
"VA 5003 Department of Transport, Planning and Local Infrastructure 2013 -ct Prime",2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5003
"VA 5003 Department of Transport, Planning and Local Infrastructure 2013 -ct Other",2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5003
VA 5002 Department of Environment and Primary Industries 2013 -ct Prime,2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5002
VA 5010 Taxi Services Commission 2013 -ct Prime,2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5010
"VA 5003 Department of Transport, Planning and Local Infrastructure 2013 -ct Prime",2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5003
VA 5002 Department of Environment and Primary Industries 2013 -ct Prime,2013-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=5002
VA 3010 Walhalla Cemetery Trust by 1873 -ct Prime,by 1873-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=3010
VA 1148 Veterinary Practitioners Registration Board of Victoria (formerly known as the Veterinary Board of Victoria 1888-1997) by 1888 -ct Prime,by 1888-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1148
VA 4717 Elsternwick Park Committee of Management by 1920 -1978 Prime,by 1920-1978,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4717
VA 4685 Bittern to Red Hill Railway Construction Trust by 1921 -by 1921 Prime,by 1921-by 1921,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4685
VA 1635 Secondary Teachers Registration Board by 1973 -1987 Prime,by 1973-1987,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1635
VA 2649 Department of Agriculture and Rural Affairs (known as Department of Agriculture 1991-1992; Department of Food and Agriculture January 1992 - October 1992; Department of Agriculture 1992 - 1995) by 1985 -1995 Prime,by 1985-1995,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2649
VA 4710 Office of the Public Advocate by 1987 -ct Prime,by 1987-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4710
VA 4710 Office of the Public Advocate by 1987 -ct Prime,by 1987-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4710
VA 4275 Victorian Community Council Against Violence by 1989 -ct Prime,by 1989-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4275
VA 3748 Sinclair - Knight Mertz by 1995 -ct Prime,by 1995-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=3748
VA 3750 Snowy Mountains Engineering Corporation Victoria [SMEC Victoria] Pty Ltd by 1995 -ct Prime,by 1995-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=3750
VA 3750 Snowy Mountains Engineering Corporation Victoria [SMEC Victoria] Pty Ltd by 1995 -ct Prime,by 1995-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=3750
VA 4240 North East Region Water Authority by 1998 -ct Prime,by 1998-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4240
VA 4364 Dairy Food Safe Victoria by 2001 -ct Prime,by 2001-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4364
VA 4364 Dairy Food Safe Victoria by 2001 -ct Prime,by 2001-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4364
VA 2863 Hospitals for the Insane Branch c 1886 -1905 Prime,c 1886-1905,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2863
VA 2981 Portland Hospital c 1900 -ct Prime,c 1900-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2981
VA 4845 Victorian Council on the Ageing c 1951 -ct Prime,c 1951-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=4845
VA 1238 Mercy Hospital for Women (known as Mercy Maternity Hospital 1971 to 1991) c 1971 -ct Prime,c 1971-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1238
VA 1781 Registry of Permanent Building Societies c 1976  -ct Prime,c 1976 -ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1781
VA 1781 Registry of Permanent Building Societies c 1976 -ct Prime,c 1976-ct,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1781
VA 856 Colonial Secretary's Office ND -1855 Prime,ND-1855,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=856 
VA 475 Chief Secretary's Department ND -1865 Prime,ND-1865,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=475 
VA 475 Chief Secretary's Department ND -1869 Prime,ND-1869,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=475 
VA 2889 Registrar-General's Department ND -1873 Prime,ND-1873,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2889
VA 1102 Port Phillip Authority ND -1984 Prime,ND-1984,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=1102
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
VA 472 Police Magistrate Port Phillip District ND -1839 Prime,ND-1839,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=472 
"VA 943 Surveyor General's Department, Port Phillip Branch (also known as the Melbourne Survey Office) ND -1851 Prime",ND-1851,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=943 
"VA 473 Superintendent, Port Phillip District ND -1851 Prime",ND-1851,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=473 
"VA 473 Superintendent, Port Phillip District ND -1851 Prime",ND-1851,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=473 
"VA 473 Superintendent, Port Phillip District ND -1851 Prime",ND-1851,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=473 
"VA 473 Superintendent, Port Phillip District ND -1851 Prime",ND-1851,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=473 
"VA 473 Superintendent, Port Phillip District ND -1851 Prime",ND-1851,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=473 
VA 856 Colonial Secretary's Office ND -1853 Prime,ND-1853,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=856 
VA 865 Department of the Treasurer (also known as Treasury and Treasurer's Office) ND -1854 Prime,ND-1854,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=865 
VA 856 Colonial Secretary's Office ND -1855 Prime,ND-1855,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=856 
VA 856 Colonial Secretary's Office ND -1855 Prime,ND-1855,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=856 
VA 856 Colonial Secretary's Office ND -1855 Prime,ND-1855,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=856 
VA 856 Colonial Secretary's Office ND -1855 Prime,ND-1855,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=856 
VA 856 Colonial Secretary's Office ND -1855 Prime,ND-1855,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=856 
VA 856 Colonial Secretary's Office ND -1855 Prime,ND-1855,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=856 
VA 856 Colonial Secretary's Office ND -1855 Prime,ND-1855,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=856 
VA 856 Colonial Secretary's Office ND -1855 Prime,ND-1855,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=856 
VA 2921 Surveyor-General's Department ND -1857 Prime,ND-1857,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2921
VA 475 Chief Secretary's Department ND -1861 Prime,ND-1861,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=475 
VA 538 Department of Crown Lands and Survey ND -1861 Prime,ND-1861,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=538 
VA 475 Chief Secretary's Department ND -1861 Prime,ND-1861,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=475 
VA 2719 Department of Mines (also known as the Mining Department) ND -1862 Prime,ND-1862,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewAgency&entityId=2719
